PhoneNumber,CallDuration,IsSpam,CallFrequency
+91991405430,23,spam,2
+91122700420,72,nospam,1
+1212391376,82,nospam,3
+91126436305,170,nospam,3
+44753984009,259,nospam,2
+91804573350,471,nospam,1
+1216492405,417,nospam,2
+44757173640,218,nospam,1
+44755376410,355,nospam,1
+91123220230,290,nospam,3
18003694955,21,spam,10
+1213757227,201,nospam,1
+91802440282,284,nospam,2
+1211720316,481,nospam,2
18009004766,11,spam,5
+91129219503,588,nospam,1
+44753943319,352,nospam,2
+44701041167,25,spam,2
18005167631,5,spam,2
+1211585516,519,nospam,2
+44758697040,265,nospam,3
+44708903057,6,spam,7
+91805590368,373,nospam,1
+1218311874,88,nospam,1
18003632020,21,spam,10
+91125994579,198,nospam,1
+91122090533,528,nospam,3
+44758490689,261,nospam,1
+1210576689,468,nospam,2
+91803546956,317,nospam,1
8002948557,22,spam,8
8000158920,26,spam,10
8003469211,24,spam,10
+91991654452,10,spam,6
+91802418009,96,nospam,1
+1215282068,507,nospam,1
+91126914283,324,nospam,2
18007506393,30,spam,4
+91125185716,152,nospam,1
+91803194529,184,nospam,3
+1217406865,490,nospam,3
+91991752462,25,spam,3
+44754181142,405,nospam,2
+1212702454,330,nospam,2
+91805038658,197,nospam,1
+91805655160,437,nospam,3
+91127923681,338,nospam,1
+1215338436,315,nospam,3
+44706056785,18,spam,10
+91800770864,192,nospam,1
+91804144214,166,nospam,2
+1211052547,499,nospam,3
+91801668569,549,nospam,1
+91123047834,427,nospam,3
18004273532,6,spam,9
+91127790878,446,nospam,2
+91122108221,568,nospam,3
+1212697275,464,nospam,2
+91804855811,244,nospam,1
+91124593830,397,nospam,1
+44750647060,378,nospam,1
8006867523,17,spam,7
+91801583254,95,nospam,2
+91124815386,165,nospam,1
+91990562018,20,spam,10
18000017121,12,spam,9
+44752486726,136,nospam,3
+91801250624,241,nospam,2
+91809570882,145,nospam,1
+91806931886,111,nospam,3
+91993833224,8,spam,9
18002257568,8,spam,9
+91124174850,273,nospam,3
+91123992074,140,nospam,2
+91125967167,225,nospam,2
+91802390679,519,nospam,1
+44757344748,419,nospam,2
+91808267279,452,nospam,1
1409687274,6,spam,10
+91805486651,455,nospam,1
+91129778541,422,nospam,1
8009564795,26,spam,8
8009943187,23,spam,4
+1213808588,300,nospam,3
+1213636242,508,nospam,1
+91127318340,442,nospam,2
+44706046911,7,spam,5
+91991108785,9,spam,3
+91803407055,567,nospam,2
+91997611037,8,spam,2
+91805653010,443,nospam,2
+44755069446,74,nospam,3
+44709500625,8,spam,2
1409567062,29,spam,9
+91126244518,580,nospam,3
+91802136764,465,nospam,1
+91809765217,129,nospam,3
+1211593875,86,nospam,2
+91806115692,525,nospam,3
+44759626896,561,nospam,2
+44753409151,433,nospam,3
+91122385514,287,nospam,2
+1215705430,207,nospam,1
+91122762301,536,nospam,3
+91991957767,24,spam,5
+91125941092,425,nospam,1
1403684178,10,spam,7
+91128001008,140,nospam,2
+44753085461,551,nospam,2
+91124688221,213,nospam,2
+91803178511,133,nospam,3
+44757635621,64,nospam,3
+91807046805,297,nospam,2
8008913402,14,spam,5
+44750149911,109,nospam,2
+91122744346,358,nospam,2
+1219953352,254,nospam,1
+44754001960,118,nospam,1
+91122066158,317,nospam,3
+44757865520,194,nospam,1
+44755454726,402,nospam,2
+91122071186,444,nospam,2
+44708016254,23,spam,8
+44752228175,212,nospam,3
+91121074735,168,nospam,3
8002591366,24,spam,8
+91806881373,61,nospam,3
+91807099677,444,nospam,2
+91124871094,343,nospam,1
+44708227152,18,spam,9
+44754813455,481,nospam,1
+44703166159,29,spam,2
+91806278010,500,nospam,2
+91801240852,210,nospam,2
+91805901266,231,nospam,2
+1217608402,451,nospam,1
+91801662644,505,nospam,1
+91805576520,190,nospam,3
+1216885891,500,nospam,1
18008828197,10,spam,5
+44757003664,234,nospam,1
+91120005560,63,nospam,1
18003206667,25,spam,10
+91995916498,16,spam,2
+1215783218,458,nospam,2
+91805410167,582,nospam,1
+44755228414,518,nospam,1
+44756721283,103,nospam,2
+44707902157,30,spam,6
+44751657814,232,nospam,2
+1215111720,439,nospam,3
+44708031732,14,spam,4
+91123897464,250,nospam,3
+1219365540,261,nospam,3
+44703987587,30,spam,2
+91805576681,422,nospam,2
1403451166,23,spam,6
+44752082349,69,nospam,2
+1214575083,162,nospam,2
+1214556095,271,nospam,1
+91125038038,353,nospam,1
+1210700536,569,nospam,3
+91121215435,480,nospam,2
1403340556,5,spam,8
+1212296910,590,nospam,2
+44757541566,222,nospam,2
+91805448682,513,nospam,1
+91125551444,259,nospam,2
+44708341532,28,spam,3
+44756365041,243,nospam,2
8006321999,17,spam,8
+1212430779,456,nospam,2
+91125649721,362,nospam,3
+91800040478,406,nospam,1
+91127103653,182,nospam,1
+91803418655,379,nospam,1
+1212842596,199,nospam,3
+91808514916,598,nospam,1
8005415300,21,spam,2
1408615550,14,spam,7
+91807257689,235,nospam,2
+91995001873,7,spam,3
8005813398,23,spam,2
+91121430304,197,nospam,1
1406426634,17,spam,10
1406064062,20,spam,3
+91809769188,566,nospam,2
+1212438450,378,nospam,1
+91127334459,240,nospam,1
+1213707117,398,nospam,2
+91122650109,118,nospam,3
+91800190875,290,nospam,1
+44752755017,241,nospam,3
+91807322876,140,nospam,1
+91804375436,550,nospam,1
+91809122637,589,nospam,1
+91997514447,25,spam,4
1403209042,7,spam,3
1405197938,15,spam,5
+91124511684,383,nospam,3
+44754706439,374,nospam,1
1408013458,26,spam,8
+91125829554,187,nospam,2
+44750797719,458,nospam,3
+44754436012,520,nospam,1
+44753397525,548,nospam,1
+1217793457,182,nospam,3
+44702139709,15,spam,6
18007617261,8,spam,3
+91129347572,348,nospam,3
+91995783562,24,spam,10
1400476345,27,spam,7
+91124951334,294,nospam,3
+44753610902,223,nospam,1
+1211993463,63,nospam,1
+91122285026,91,nospam,3
+91806246440,435,nospam,3
+44756697297,98,nospam,2
+44750673346,317,nospam,1
+91123325678,445,nospam,2
+1211025573,229,nospam,2
1402017949,26,spam,4
+1211544972,177,nospam,2
+1219172131,211,nospam,3
+91999761705,16,spam,2
+91808120321,324,nospam,1
+91128879801,273,nospam,1
1400947978,26,spam,6
+44702214700,13,spam,9
+91802501075,84,nospam,1
+1215841905,125,nospam,2
+1212780929,504,nospam,2
8000511445,16,spam,8
+91121031734,519,nospam,3
+44751374358,425,nospam,2
+91127794711,572,nospam,2
+44756958387,141,nospam,2
+91128599831,553,nospam,3
+44753031428,407,nospam,2
+1219743948,596,nospam,2
+91126165675,303,nospam,1
1404135714,6,spam,6
+44753261408,230,nospam,3
+91990269058,19,spam,5
+1217383372,582,nospam,3
18003507560,20,spam,8
+91127274824,63,nospam,1
+91803849519,327,nospam,2
+91123106210,210,nospam,2
8006823153,23,spam,8
+44705782532,23,spam,10
+91993267845,16,spam,8
+44709083050,15,spam,2
+91125337963,310,nospam,3
+44707106338,19,spam,7
8006849745,18,spam,4
+91122588648,442,nospam,2
+44758181764,90,nospam,2
+1212923115,431,nospam,3
+1216181740,334,nospam,3
+91809167697,535,nospam,1
+91993512257,24,spam,3
+1218215355,275,nospam,1
+44758690587,221,nospam,3
+44758620384,231,nospam,1
8009845451,15,spam,10
+1218653944,134,nospam,3
+44756215978,254,nospam,3
+44758454818,466,nospam,1
+91800769195,353,nospam,3
+91123153113,353,nospam,2
+1217483862,314,nospam,3
+91127624143,596,nospam,1
+44703458635,18,spam,10
+44706064044,14,spam,6
+44705068301,13,spam,7
8005094703,30,spam,8
18002576764,12,spam,2
+44757555305,503,nospam,3
+1210704120,335,nospam,3
+91801960000,455,nospam,2
1405111988,7,spam,7
+91807671076,471,nospam,3
8008509089,7,spam,8
+91126551512,212,nospam,2
+91996203228,6,spam,3
+91807012502,316,nospam,3
+91125467691,384,nospam,2
+1213596447,599,nospam,2
+91803791671,217,nospam,3
+91126607532,414,nospam,2
+91803846493,166,nospam,2
+44753318722,81,nospam,1
1401744237,6,spam,3
1408084570,9,spam,3
8006457206,6,spam,4
+44709087756,14,spam,9
1400880714,10,spam,7
+44707898590,17,spam,3
+44755642430,389,nospam,1
+44753396258,554,nospam,1
+44754663696,419,nospam,3
18001681853,14,spam,4
+91120446941,424,nospam,3
+44755190423,199,nospam,3
+44752796773,455,nospam,1
+44757617556,297,nospam,2
8006743397,23,spam,7
+1218071736,536,nospam,3
18008279755,21,spam,2
+91125257516,211,nospam,3
+44755711796,557,nospam,1
8004897327,19,spam,10
+91801569440,370,nospam,1
+44755146691,305,nospam,1
+44759409576,435,nospam,3
+44759057293,397,nospam,1
+44750107913,258,nospam,3
+91809026271,500,nospam,3
+91997340991,20,spam,6
+44750130816,385,nospam,1
+1210561358,271,nospam,3
+91808360022,128,nospam,1
+44751287885,375,nospam,1
+91998469026,19,spam,10
+44759145269,199,nospam,1
+91801441222,116,nospam,2
+1216321275,275,nospam,2
+1214480894,106,nospam,1
+44754156414,244,nospam,2
+44704942020,9,spam,6
18001000587,5,spam,6
+91809946258,235,nospam,3
+91805575614,505,nospam,2
+91994734153,22,spam,5
+44757855056,72,nospam,1
18003282908,7,spam,6
+91804970299,243,nospam,3
+91804173471,325,nospam,3
+91993445235,21,spam,9
+91804643697,275,nospam,3
1408322906,13,spam,8
+1214035465,546,nospam,1
1406186675,12,spam,6
+91126010495,460,nospam,2
+91121916800,426,nospam,1
+44754570348,502,nospam,2
1402153766,18,spam,8
+91120852155,529,nospam,2
+91122836523,516,nospam,1
+44750547986,134,nospam,3
18002622920,10,spam,3
1407924567,7,spam,9
+44706493550,7,spam,10
+44756633010,365,nospam,1
+1213261207,122,nospam,3
+44754006417,183,nospam,3
+91125538976,223,nospam,3
18005632009,20,spam,2
+44750531648,217,nospam,1
+91127049750,206,nospam,1
+91127820890,448,nospam,3
+91127893070,452,nospam,3
+91991913757,22,spam,6
+44753042403,423,nospam,1
8004228344,16,spam,6
+44756686388,97,nospam,3
+91807150263,429,nospam,1
+1216023404,208,nospam,1
+91802191484,481,nospam,1
18002241861,27,spam,9
+91996762790,15,spam,10
+44707856285,20,spam,2
+44758422559,74,nospam,2
8000033613,12,spam,9
+44756895721,113,nospam,2
+91808631281,299,nospam,1
+1210045495,576,nospam,1
1406039729,12,spam,10
1409369095,28,spam,7
+1218124132,61,nospam,2
+1212773610,66,nospam,1
8002758833,21,spam,2
+91803846539,170,nospam,2
+91997853933,5,spam,3
+91122845938,247,nospam,3
+1213109102,223,nospam,3
+91120248188,253,nospam,2
+91802860385,355,nospam,3
+91120640932,541,nospam,2
+91800897496,310,nospam,1
+1219901434,305,nospam,3
+44756283194,135,nospam,1
+1215389037,413,nospam,2
+44707085761,28,spam,5
+44753204875,110,nospam,2
8004830803,19,spam,5
+91125930432,270,nospam,1
+91805221902,340,nospam,1
+91126785139,65,nospam,2
+1210331546,232,nospam,2
+1218365588,528,nospam,1
18005220543,21,spam,5
+44759277453,479,nospam,3
+91121489328,593,nospam,2
+91128753325,418,nospam,2
+91121001569,176,nospam,1
+44755990862,471,nospam,1
18000779505,21,spam,2
+1213854986,170,nospam,2
+44706956167,25,spam,4
18003218834,16,spam,7
+1217420947,361,nospam,3
+91120843448,360,nospam,1
1406137171,19,spam,4
+91800485061,355,nospam,2
18002043154,21,spam,2
+1210770691,295,nospam,2
+91121060863,202,nospam,3
+44751360752,469,nospam,3
+1214575620,296,nospam,3
8008236537,18,spam,6
+44704996855,10,spam,8
+44700435326,27,spam,7
+91124376670,513,nospam,1
1402493605,8,spam,7
+91805711311,304,nospam,3
+44757152136,330,nospam,1
+91801620852,225,nospam,2
+44703842589,26,spam,6
+44752997650,423,nospam,1
+1213262889,119,nospam,3
1406543216,12,spam,4
+44703434302,5,spam,7
+91120946989,557,nospam,1
+44757279408,431,nospam,3
+91120533433,217,nospam,1
+91124969990,539,nospam,2
+1211565731,546,nospam,3
+91809247572,547,nospam,1
+44755612147,491,nospam,3
+1213854980,311,nospam,1
+91804130267,483,nospam,1
+91127274343,239,nospam,3
1409741988,21,spam,3
+1215689616,267,nospam,2
+91804600683,133,nospam,2
+91801035668,561,nospam,1
+44702769445,23,spam,2
1402438541,19,spam,4
+91123643536,357,nospam,3
+91995260810,16,spam,3
+91806930899,281,nospam,3
+1210129656,517,nospam,3
+44755398764,164,nospam,1
+44754092625,513,nospam,1
+91802820892,542,nospam,2
+44701720345,21,spam,3
+91809995569,154,nospam,1
+91120502127,396,nospam,3
+91808196110,581,nospam,1
+91800234984,120,nospam,1
+91809472320,305,nospam,3
1409135258,20,spam,5
8000378972,21,spam,5
+91801243636,369,nospam,1
+91122745513,480,nospam,2
